atr_sl_mult,atr_tp_mult,max_spread_pips,min_body_ratio,tick_consistency,max_positions,profit_target_usd,trades,net_pnl,win_rate,sharpe,max_dd,avg_pnl,rejected
0.5,2.5,5.0,0.35,0.6,3,0.5,1967,4077.3473,43.8,4.9042,900.421,2.0729,0
0.5,2.5,5.0,0.35,0.7,1,0.1,504,1107.7586,43.3,2.5513,395.2237,2.1979,0
0.5,2.5,5.0,0.35,0.7,1,0.2,504,1107.7586,43.3,2.5513,395.2237,2.1979,0
0.5,2.5,5.0,0.35,0.7,1,0.5,504,1107.7586,43.3,2.5513,395.2237,2.1979,0
0.5,2.5,5.0,0.35,0.7,2,0.1,629,1105.9871,41.8,2.3182,610.4689,1.7583,0
0.5,2.5,5.0,0.35,0.7,2,0.2,629,1105.9871,41.8,2.3182,610.4689,1.7583,0
0.5,2.5,5.0,0.35,0.7,2,0.5,629,1105.9871,41.8,2.3182,610.4689,1.7583,0
0.5,2.5,5.0,0.35,0.7,3,0.1,740,1237.8271,41.1,2.4114,807.7368,1.6727,0
0.5,2.5,5.0,0.35,0.7,3,0.2,740,1237.8271,41.1,2.4114,807.7368,1.6727,0
0.5,2.5,5.0,0.35,0.7,3,0.5,740,1237.8271,41.1,2.4114,807.7368,1.6727,0
0.5,2.5,5.0,0.5,0.55,1,0.1,1902,4718.4294,45.3,5.6515,310.3176,2.4808,0
0.5,2.5,5.0,0.5,0.55,1,0.2,1902,4718.4294,45.3,5.6515,310.3176,2.4808,0
0.5,2.5,5.0,0.5,0.55,1,0.5,1902,4718.4294,45.3,5.6515,310.3176,2.4808,0
0.5,2.5,5.0,0.5,0.55,2,0.1,2426,5078.2257,44.3,5.5177,495.3502,2.0933,0
0.5,2.5,5.0,0.5,0.55,2,0.2,2426,5078.2257,44.3,5.5177,495.3502,2.0933,0
0.5,2.5,5.0,0.5,0.55,2,0.5,2426,5078.2257,44.3,5.5177,495.3502,2.0933,0
0.5,2.5,5.0,0.5,0.55,3,0.1,2886,5697.5511,44.0,5.7427,709.969,1.9742,0
0.5,2.5,5.0,0.5,0.55,3,0.2,2886,5697.5511,44.0,5.7427,709.969,1.9742,0
0.5,2.5,5.0,0.5,0.55,3,0.5,2886,5697.5511,44.0,5.7427,709.969,1.9742,0
0.5,2.5,5.0,0.5,0.6,1,0.1,1237,3432.159,45.1,4.9818,494.3718,2.7746,0
0.5,2.5,5.0,0.5,0.6,1,0.2,1237,3432.159,45.1,4.9818,494.3718,2.7746,0
0.5,2.5,5.0,0.5,0.6,1,0.5,1237,3432.159,45.1,4.9818,494.3718,2.7746,0
0.5,2.5,5.0,0.5,0.6,2,0.1,1584,3613.0951,43.8,4.7498,717.5518,2.281,0
0.5,2.5,5.0,0.5,0.6,2,0.2,1584,3613.0951,43.8,4.7498,717.5518,2.281,0
0.5,2.5,5.0,0.5,0.6,2,0.5,1584,3613.0951,43.8,4.7498,717.5518,2.281,0
0.5,2.5,5.0,0.5,0.6,3,0.1,1886,4063.679,43.4,4.9461,912.7764,2.1547,0
0.5,2.5,5.0,0.5,0.6,3,0.2,1886,4063.679,43.4,4.9461,912.7764,2.1547,0
0.5,2.5,5.0,0.5,0.6,3,0.5,1886,4063.679,43.4,4.9461,912.7764,2.1547,0
0.5,2.5,5.0,0.5,0.7,1,0.1,482,1122.8335,42.9,2.6115,360.1087,2.3295,0
0.5,2.5,5.0,0.5,0.7,1,0.2,482,1122.8335,42.9,2.6115,360.1087,2.3295,0
0.5,2.5,5.0,0.5,0.7,1,0.5,482,1122.8335,42.9,2.6115,360.1087,2.3295,0
0.5,2.5,5.0,0.5,0.7,2,0.1,606,1140.7927,41.6,2.4128,617.1991,1.8825,0
0.5,2.5,5.0,0.5,0.7,2,0.2,606,1140.7927,41.6,2.4128,617.1991,1.8825,0
0.5,2.5,5.0,0.5,0.7,2,0.5,606,1140.7927,41.6,2.4128,617.1991,1.8825,0
0.5,2.5,5.0,0.5,0.7,3,0.1,717,1272.6328,40.9,2.4985,814.467,1.7749,0
0.5,2.5,5.0,0.5,0.7,3,0.2,717,1272.6328,40.9,2.4985,814.467,1.7749,0
0.5,2.5,5.0,0.5,0.7,3,0.5,717,1272.6328,40.9,2.4985,814.467,1.7749,0
0.5,2.5,5.0,0.65,0.55,1,0.1,1715,3952.9808,44.4,4.9726,256.3525,2.3049,0
0.5,2.5,5.0,0.65,0.55,1,0.2,1715,3952.9808,44.4,4.9726,256.3525,2.3049,0
0.5,2.5,5.0,0.65,0.55,1,0.5,1715,3952.9808,44.4,4.9726,256.3525,2.3049,0
0.5,2.5,5.0,0.65,0.55,2,0.1,2230,4329.6993,43.6,4.9033,526.3135,1.9416,0
0.5,2.5,5.0,0.65,0.55,2,0.2,2230,4329.6993,43.6,4.9033,526.3135,1.9416,0
0.5,2.5,5.0,0.65,0.55,2,0.5,2230,4329.6993,43.6,4.9033,526.3135,1.9416,0
0.5,2.5,5.0,0.65,0.55,3,0.1,2690,4949.0248,43.3,5.1683,821.6577,1.8398,0
0.5,2.5,5.0,0.65,0.55,3,0.2,2690,4949.0248,43.3,5.1683,821.6577,1.8398,0
0.5,2.5,5.0,0.65,0.55,3,0.5,2690,4949.0248,43.3,5.1683,821.6577,1.8398,0
0.5,2.5,5.0,0.65,0.6,1,0.1,1117,2974.9966,44.5,4.5335,416.6021,2.6634,0
0.5,2.5,5.0,0.65,0.6,1,0.2,1117,2974.9966,44.5,4.5335,416.6021,2.6634,0
0.5,2.5,5.0,0.65,0.6,1,0.5,1117,2974.9966,44.5,4.5335,416.6021,2.6634,0
0.5,2.5,5.0,0.65,0.6,2,0.1,1460,3191.3172,43.4,4.3674,626.6053,2.1858,0
0.5,2.5,5.0,0.65,0.6,2,0.2,1460,3191.3172,43.4,4.3674,626.6053,2.1858,0
0.5,2.5,5.0,0.65,0.6,2,0.5,1460,3191.3172,43.4,4.3674,626.6053,2.1858,0
0.5,2.5,5.0,0.65,0.6,3,0.1,1762,3641.9011,43.0,4.5873,818.3532,2.0669,0
0.5,2.5,5.0,0.65,0.6,3,0.2,1762,3641.9011,43.0,4.5873,818.3532,2.0669,0
0.5,2.5,5.0,0.65,0.6,3,0.5,1762,3641.9011,43.0,4.5873,818.3532,2.0669,0
0.5,2.5,5.0,0.65,0.7,1,0.1,449,861.2203,41.6,2.1004,361.4739,1.9181,0
0.5,2.5,5.0,0.65,0.7,1,0.2,449,861.2203,41.6,2.1004,361.4739,1.9181,0
0.5,2.5,5.0,0.65,0.7,1,0.5,449,861.2203,41.6,2.1004,361.4739,1.9181,0
0.5,2.5,5.0,0.65,0.7,2,0.1,573,879.1795,40.5,1.9341,628.2769,1.5343,0
0.5,2.5,5.0,0.65,0.7,2,0.2,573,879.1795,40.5,1.9341,628.2769,1.5343,0
0.5,2.5,5.0,0.65,0.7,2,0.5,573,879.1795,40.5,1.9341,628.2769,1.5343,0
0.5,2.5,5.0,0.65,0.7,3,0.1,684,1011.0196,39.9,2.0531,842.7036,1.4781,0
0.5,2.5,5.0,0.65,0.7,3,0.2,684,1011.0196,39.9,2.0531,842.7036,1.4781,0
0.5,2.5,5.0,0.65,0.7,3,0.5,684,1011.0196,39.9,2.0531,842.7036,1.4781,0
0.5,3.0,2.0,0.35,0.55,1,0.1,2029,5039.516,45.9,5.8519,332.1993,2.4837,0
0.5,3.0,2.0,0.35,0.55,1,0.2,2029,5039.516,45.9,5.8519,332.1993,2.4837,0
0.5,3.0,2.0,0.35,0.55,1,0.5,2029,5039.516,45.9,5.8519,332.1993,2.4837,0
0.5,3.0,2.0,0.35,0.55,2,0.1,2565,5333.1618,44.9,5.6533,537.8164,2.0792,0
0.5,3.0,2.0,0.35,0.55,2,0.2,2565,5333.1618,44.9,5.6533,537.8164,2.0792,0
0.5,3.0,2.0,0.35,0.55,2,0.5,2565,5333.1618,44.9,5.6533,537.8164,2.0792,0
0.5,3.0,2.0,0.35,0.55,3,0.1,3025,5908.3759,44.5,5.8399,746.0179,1.9532,0
0.5,3.0,2.0,0.35,0.55,3,0.2,3025,5908.3759,44.5,5.8399,746.0179,1.9532,0
0.5,3.0,2.0,0.35,0.55,3,0.5,3025,5908.3759,44.5,5.8399,746.0179,1.9532,0
0.5,3.0,2.0,0.35,0.6,1,0.1,1311,3637.558,45.7,5.0927,458.4828,2.7746,0
0.5,3.0,2.0,0.35,0.6,1,0.2,1311,3637.558,45.7,5.0927,458.4828,2.7746,0
0.5,3.0,2.0,0.35,0.6,1,0.5,1311,3637.558,45.7,5.0927,458.4828,2.7746,0
0.5,3.0,2.0,0.35,0.6,2,0.1,1665,3740.1147,44.3,4.7803,691.9651,2.2463,0
0.5,3.0,2.0,0.35,0.6,2,0.2,1665,3740.1147,44.3,4.7803,691.9651,2.2463,0
0.5,3.0,2.0,0.35,0.6,2,0.5,1665,3740.1147,44.3,4.7803,691.9651,2.2463,0
0.5,3.0,2.0,0.35,0.6,3,0.1,1967,4153.972,43.8,4.9472,887.1898,2.1118,0
0.5,3.0,2.0,0.35,0.6,3,0.2,1967,4153.972,43.8,4.9472,887.1898,2.1118,0
0.5,3.0,2.0,0.35,0.6,3,0.5,1967,4153.972,43.8,4.9472,887.1898,2.1118,0
0.5,3.0,2.0,0.35,0.7,1,0.1,504,1182.4934,43.3,2.6579,392.6859,2.3462,0
0.5,3.0,2.0,0.35,0.7,1,0.2,504,1182.4934,43.3,2.6579,392.6859,2.3462,0
0.5,3.0,2.0,0.35,0.7,1,0.5,504,1182.4934,43.3,2.6579,392.6859,2.3462,0
0.5,3.0,2.0,0.35,0.7,2,0.1,629,1192.414,41.8,2.4439,599.8107,1.8957,0
0.5,3.0,2.0,0.35,0.7,2,0.2,629,1192.414,41.8,2.4439,599.8107,1.8957,0
0.5,3.0,2.0,0.35,0.7,2,0.5,629,1192.414,41.8,2.4439,599.8107,1.8957,0
0.5,3.0,2.0,0.35,0.7,3,0.1,740,1335.9461,41.1,2.5479,797.0786,1.8053,0
0.5,3.0,2.0,0.35,0.7,3,0.2,740,1335.9461,41.1,2.5479,797.0786,1.8053,0
0.5,3.0,2.0,0.35,0.7,3,0.5,740,1335.9461,41.1,2.5479,797.0786,1.8053,0
0.5,3.0,2.0,0.5,0.55,1,0.1,1902,4800.2379,45.3,5.692,311.6303,2.5238,0
0.5,3.0,2.0,0.5,0.55,1,0.2,1902,4800.2379,45.3,5.692,311.6303,2.5238,0
0.5,3.0,2.0,0.5,0.55,1,0.5,1902,4800.2379,45.3,5.692,311.6303,2.5238,0
0.5,3.0,2.0,0.5,0.55,2,0.1,2426,5115.9229,44.3,5.5244,507.3892,2.1088,0
0.5,3.0,2.0,0.5,0.55,2,0.2,2426,5115.9229,44.3,5.5244,507.3892,2.1088,0
0.5,3.0,2.0,0.5,0.55,2,0.5,2426,5115.9229,44.3,5.5244,507.3892,2.1088,0
0.5,3.0,2.0,0.5,0.55,3,0.1,2886,5691.1369,44.0,5.7162,768.4172,1.972,0
0.5,3.0,2.0,0.5,0.55,3,0.2,2886,5691.1369,44.0,5.7162,768.4172,1.972,0
0.5,3.0,2.0,0.5,0.55,3,0.5,2886,5691.1369,44.0,5.7162,768.4172,1.972,0
0.5,3.0,2.0,0.5,0.6,1,0.1,1237,3572.5443,45.1,5.0797,481.8337,2.8881,0
0.5,3.0,2.0,0.5,0.6,1,0.2,1237,3572.5443,45.1,5.0797,481.8337,2.8881,0
0.5,3.0,2.0,0.5,0.6,1,0.5,1237,3572.5443,45.1,5.0797,481.8337,2.8881,0
0.5,3.0,2.0,0.5,0.6,2,0.1,1584,3716.7539,43.8,4.8171,704.3205,2.3464,0
0.5,3.0,2.0,0.5,0.6,2,0.2,1584,3716.7539,43.8,4.8171,704.3205,2.3464,0
0.5,3.0,2.0,0.5,0.6,2,0.5,1584,3716.7539,43.8,4.8171,704.3205,2.3464,0
0.5,3.0,2.0,0.5,0.6,3,0.1,1886,4130.6111,43.4,4.9789,899.5451,2.1901,0
0.5,3.0,2.0,0.5,0.6,3,0.2,1886,4130.6111,43.4,4.9789,899.5451,2.1901,0
0.5,3.0,2.0,0.5,0.6,3,0.5,1886,4130.6111,43.4,4.9789,899.5451,2.1901,0
0.5,3.0,2.0,0.5,0.7,1,0.1,482,1194.6452,42.9,2.7111,357.571,2.4785,0
0.5,3.0,2.0,0.5,0.7,1,0.2,482,1194.6452,42.9,2.7111,357.571,2.4785,0
0.5,3.0,2.0,0.5,0.7,1,0.5,482,1194.6452,42.9,2.7111,357.571,2.4785,0
0.5,3.0,2.0,0.5,0.7,2,0.1,606,1224.2965,41.6,2.5316,606.5409,2.0203,0
0.5,3.0,2.0,0.5,0.7,2,0.2,606,1224.2965,41.6,2.5316,606.5409,2.0203,0
0.5,3.0,2.0,0.5,0.7,2,0.5,606,1224.2965,41.6,2.5316,606.5409,2.0203,0
0.5,3.0,2.0,0.5,0.7,3,0.1,717,1367.8287,40.9,2.6287,803.8088,1.9077,0
0.5,3.0,2.0,0.5,0.7,3,0.2,717,1367.8287,40.9,2.6287,803.8088,1.9077,0
0.5,3.0,2.0,0.5,0.7,3,0.5,717,1367.8287,40.9,2.6287,803.8088,1.9077,0
0.5,3.0,2.0,0.65,0.55,1,0.1,1715,4048.7496,44.4,5.0305,256.3473,2.3608,0
0.5,3.0,2.0,0.65,0.55,1,0.2,1715,4048.7496,44.4,5.0305,256.3473,2.3608,0
0.5,3.0,2.0,0.65,0.55,1,0.5,1715,4048.7496,44.4,5.0305,256.3473,2.3608,0
0.5,3.0,2.0,0.65,0.55,2,0.1,2230,4381.3569,43.6,4.9233,547.7757,1.9647,0
0.5,3.0,2.0,0.65,0.55,2,0.2,2230,4381.3569,43.6,4.9233,547.7757,1.9647,0
0.5,3.0,2.0,0.65,0.55,2,0.5,2230,4381.3569,43.6,4.9233,547.7757,1.9647,0
0.5,3.0,2.0,0.65,0.55,3,0.1,2690,4956.571,43.3,5.1521,843.1199,1.8426,0
0.5,3.0,2.0,0.65,0.55,3,0.2,2690,4956.571,43.3,5.1521,843.1199,1.8426,0
0.5,3.0,2.0,0.65,0.55,3,0.5,2690,4956.571,43.3,5.1521,843.1199,1.8426,0
0.5,3.0,2.0,0.65,0.6,1,0.1,1117,3090.9589,44.5,4.621,404.064,2.7672,0
0.5,3.0,2.0,0.65,0.6,1,0.2,1117,3090.9589,44.5,4.621,404.064,2.7672,0
0.5,3.0,2.0,0.65,0.6,1,0.5,1117,3090.9589,44.5,4.621,404.064,2.7672,0
0.5,3.0,2.0,0.65,0.6,2,0.1,1460,3270.5529,43.4,4.4204,613.374,2.2401,0
0.5,3.0,2.0,0.65,0.6,2,0.2,1460,3270.5529,43.4,4.4204,613.374,2.2401,0
0.5,3.0,2.0,0.65,0.6,2,0.5,1460,3270.5529,43.4,4.4204,613.374,2.2401,0
0.5,3.0,2.0,0.65,0.6,3,0.1,1762,3684.4101,43.0,4.6045,805.1219,2.091,0
0.5,3.0,2.0,0.65,0.6,3,0.2,1762,3684.4101,43.0,4.6045,805.1219,2.091,0
0.5,3.0,2.0,0.65,0.6,3,0.5,1762,3684.4101,43.0,4.6045,805.1219,2.091,0
0.5,3.0,2.0,0.65,0.7,1,0.1,449,933.032,41.6,2.2147,350.8156,2.078,0
0.5,3.0,2.0,0.65,0.7,1,0.2,449,933.032,41.6,2.2147,350.8156,2.078,0
0.5,3.0,2.0,0.65,0.7,1,0.5,449,933.032,41.6,2.2147,350.8156,2.078,0
0.5,3.0,2.0,0.65,0.7,2,0.1,573,962.6833,40.5,2.0664,617.6187,1.6801,0
0.5,3.0,2.0,0.65,0.7,2,0.2,573,962.6833,40.5,2.0664,617.6187,1.6801,0
0.5,3.0,2.0,0.65,0.7,2,0.5,573,962.6833,40.5,2.0664,617.6187,1.6801,0
0.5,3.0,2.0,0.65,0.7,3,0.1,684,1106.2154,39.9,2.1955,832.0453,1.6173,0
0.5,3.0,2.0,0.65,0.7,3,0.2,684,1106.2154,39.9,2.1955,832.0453,1.6173,0
0.5,3.0,2.0,0.65,0.7,3,0.5,684,1106.2154,39.9,2.1955,832.0453,1.6173,0
0.5,3.0,3.5,0.35,0.55,1,0.1,2029,5039.516,45.9,5.8519,332.1993,2.4837,0
0.5,3.0,3.5,0.35,0.55,1,0.2,2029,5039.516,45.9,5.8519,332.1993,2.4837,0
0.5,3.0,3.5,0.35,0.55,1,0.5,2029,5039.516,45.9,5.8519,332.1993,2.4837,0
0.5,3.0,3.5,0.35,0.55,2,0.1,2565,5333.1618,44.9,5.6533,537.8164,2.0792,0
0.5,3.0,3.5,0.35,0.55,2,0.2,2565,5333.1618,44.9,5.6533,537.8164,2.0792,0
0.5,3.0,3.5,0.35,0.55,2,0.5,2565,5333.1618,44.9,5.6533,537.8164,2.0792,0
0.5,3.0,3.5,0.35,0.55,3,0.1,3025,5908.3759,44.5,5.8399,746.0179,1.9532,0
0.5,3.0,3.5,0.35,0.55,3,0.2,3025,5908.3759,44.5,5.8399,746.0179,1.9532,0
0.5,3.0,3.5,0.35,0.55,3,0.5,3025,5908.3759,44.5,5.8399,746.0179,1.9532,0
0.5,3.0,3.5,0.35,0.6,1,0.1,1311,3637.558,45.7,5.0927,458.4828,2.7746,0
0.5,3.0,3.5,0.35,0.6,1,0.2,1311,3637.558,45.7,5.0927,458.4828,2.7746,0
0.5,3.0,3.5,0.35,0.6,1,0.5,1311,3637.558,45.7,5.0927,458.4828,2.7746,0
0.5,3.0,3.5,0.35,0.6,2,0.1,1665,3740.1147,44.3,4.7803,691.9651,2.2463,0
0.5,3.0,3.5,0.35,0.6,2,0.2,1665,3740.1147,44.3,4.7803,691.9651,2.2463,0
0.5,3.0,3.5,0.35,0.6,2,0.5,1665,3740.1147,44.3,4.7803,691.9651,2.2463,0
0.5,3.0,3.5,0.35,0.6,3,0.1,1967,4153.972,43.8,4.9472,887.1898,2.1118,0
0.5,3.0,3.5,0.35,0.6,3,0.2,1967,4153.972,43.8,4.9472,887.1898,2.1118,0
0.5,3.0,3.5,0.35,0.6,3,0.5,1967,4153.972,43.8,4.9472,887.1898,2.1118,0
0.5,3.0,3.5,0.35,0.7,1,0.1,504,1182.4934,43.3,2.6579,392.6859,2.3462,0
0.5,3.0,3.5,0.35,0.7,1,0.2,504,1182.4934,43.3,2.6579,392.6859,2.3462,0
0.5,3.0,3.5,0.35,0.7,1,0.5,504,1182.4934,43.3,2.6579,392.6859,2.3462,0
0.5,3.0,3.5,0.35,0.7,2,0.1,629,1192.414,41.8,2.4439,599.8107,1.8957,0
0.5,3.0,3.5,0.35,0.7,2,0.2,629,1192.414,41.8,2.4439,599.8107,1.8957,0
0.5,3.0,3.5,0.35,0.7,2,0.5,629,1192.414,41.8,2.4439,599.8107,1.8957,0
0.5,3.0,3.5,0.35,0.7,3,0.1,740,1335.9461,41.1,2.5479,797.0786,1.8053,0
0.5,3.0,3.5,0.35,0.7,3,0.2,740,1335.9461,41.1,2.5479,797.0786,1.8053,0
0.5,3.0,3.5,0.35,0.7,3,0.5,740,1335.9461,41.1,2.5479,797.0786,1.8053,0
0.5,3.0,3.5,0.5,0.55,1,0.1,1902,4800.2379,45.3,5.692,311.6303,2.5238,0
0.5,3.0,3.5,0.5,0.55,1,0.2,1902,4800.2379,45.3,5.692,311.6303,2.5238,0
0.5,3.0,3.5,0.5,0.55,1,0.5,1902,4800.2379,45.3,5.692,311.6303,2.5238,0
0.5,3.0,3.5,0.5,0.55,2,0.1,2426,5115.9229,44.3,5.5244,507.3892,2.1088,0
0.5,3.0,3.5,0.5,0.55,2,0.2,2426,5115.9229,44.3,5.5244,507.3892,2.1088,0
0.5,3.0,3.5,0.5,0.55,2,0.5,2426,5115.9229,44.3,5.5244,507.3892,2.1088,0
0.5,3.0,3.5,0.5,0.55,3,0.1,2886,5691.1369,44.0,5.7162,768.4172,1.972,0
0.5,3.0,3.5,0.5,0.55,3,0.2,2886,5691.1369,44.0,5.7162,768.4172,1.972,0
0.5,3.0,3.5,0.5,0.55,3,0.5,2886,5691.1369,44.0,5.7162,768.4172,1.972,0
0.5,3.0,3.5,0.5,0.6,1,0.1,1237,3572.5443,45.1,5.0797,481.8337,2.8881,0
0.5,3.0,3.5,0.5,0.6,1,0.2,1237,3572.5443,45.1,5.0797,481.8337,2.8881,0
0.5,3.0,3.5,0.5,0.6,1,0.5,1237,3572.5443,45.1,5.0797,481.8337,2.8881,0
0.5,3.0,3.5,0.5,0.6,2,0.1,1584,3716.7539,43.8,4.8171,704.3205,2.3464,0
0.5,3.0,3.5,0.5,0.6,2,0.2,1584,3716.7539,43.8,4.8171,704.3205,2.3464,0
0.5,3.0,3.5,0.5,0.6,2,0.5,1584,3716.7539,43.8,4.8171,704.3205,2.3464,0
0.5,3.0,3.5,0.5,0.6,3,0.1,1886,4130.6111,43.4,4.9789,899.5451,2.1901,0
0.5,3.0,3.5,0.5,0.6,3,0.2,1886,4130.6111,43.4,4.9789,899.5451,2.1901,0
0.5,3.0,3.5,0.5,0.6,3,0.5,1886,4130.6111,43.4,4.9789,899.5451,2.1901,0
0.5,3.0,3.5,0.5,0.7,1,0.1,482,1194.6452,42.9,2.7111,357.571,2.4785,0
0.5,3.0,3.5,0.5,0.7,1,0.2,482,1194.6452,42.9,2.7111,357.571,2.4785,0
0.5,3.0,3.5,0.5,0.7,1,0.5,482,1194.6452,42.9,2.7111,357.571,2.4785,0
0.5,3.0,3.5,0.5,0.7,2,0.1,606,1224.2965,41.6,2.5316,606.5409,2.0203,0
0.5,3.0,3.5,0.5,0.7,2,0.2,606,1224.2965,41.6,2.5316,606.5409,2.0203,0
0.5,3.0,3.5,0.5,0.7,2,0.5,606,1224.2965,41.6,2.5316,606.5409,2.0203,0
0.5,3.0,3.5,0.5,0.7,3,0.1,717,1367.8287,40.9,2.6287,803.8088,1.9077,0
0.5,3.0,3.5,0.5,0.7,3,0.2,717,1367.8287,40.9,2.6287,803.8088,1.9077,0
0.5,3.0,3.5,0.5,0.7,3,0.5,717,1367.8287,40.9,2.6287,803.8088,1.9077,0
0.5,3.0,3.5,0.65,0.55,1,0.1,1715,4048.7496,44.4,5.0305,256.3473,2.3608,0
0.5,3.0,3.5,0.65,0.55,1,0.2,1715,4048.7496,44.4,5.0305,256.3473,2.3608,0
0.5,3.0,3.5,0.65,0.55,1,0.5,1715,4048.7496,44.4,5.0305,256.3473,2.3608,0
0.5,3.0,3.5,0.65,0.55,2,0.1,2230,4381.3569,43.6,4.9233,547.7757,1.9647,0
0.5,3.0,3.5,0.65,0.55,2,0.2,2230,4381.3569,43.6,4.9233,547.7757,1.9647,0
0.5,3.0,3.5,0.65,0.55,2,0.5,2230,4381.3569,43.6,4.9233,547.7757,1.9647,0
0.5,3.0,3.5,0.65,0.55,3,0.1,2690,4956.571,43.3,5.1521,843.1199,1.8426,0
0.5,3.0,3.5,0.65,0.55,3,0.2,2690,4956.571,43.3,5.1521,843.1199,1.8426,0
0.5,3.0,3.5,0.65,0.55,3,0.5,2690,4956.571,43.3,5.1521,843.1199,1.8426,0
0.5,3.0,3.5,0.65,0.6,1,0.1,1117,3090.9589,44.5,4.621,404.064,2.7672,0
0.5,3.0,3.5,0.65,0.6,1,0.2,1117,3090.9589,44.5,4.621,404.064,2.7672,0
0.5,3.0,3.5,0.65,0.6,1,0.5,1117,3090.9589,44.5,4.621,404.064,2.7672,0
0.5,3.0,3.5,0.65,0.6,2,0.1,1460,3270.5529,43.4,4.4204,613.374,2.2401,0
0.5,3.0,3.5,0.65,0.6,2,0.2,1460,3270.5529,43.4,4.4204,613.374,2.2401,0
0.5,3.0,3.5,0.65,0.6,2,0.5,1460,3270.5529,43.4,4.4204,613.374,2.2401,0
0.5,3.0,3.5,0.65,0.6,3,0.1,1762,3684.4101,43.0,4.6045,805.1219,2.091,0
0.5,3.0,3.5,0.65,0.6,3,0.2,1762,3684.4101,43.0,4.6045,805.1219,2.091,0
0.5,3.0,3.5,0.65,0.6,3,0.5,1762,3684.4101,43.0,4.6045,805.1219,2.091,0
0.5,3.0,3.5,0.65,0.7,1,0.1,449,933.032,41.6,2.2147,350.8156,2.078,0
0.5,3.0,3.5,0.65,0.7,1,0.2,449,933.032,41.6,2.2147,350.8156,2.078,0
0.5,3.0,3.5,0.65,0.7,1,0.5,449,933.032,41.6,2.2147,350.8156,2.078,0
0.5,3.0,3.5,0.65,0.7,2,0.1,573,962.6833,40.5,2.0664,617.6187,1.6801,0
0.5,3.0,3.5,0.65,0.7,2,0.2,573,962.6833,40.5,2.0664,617.6187,1.6801,0
0.5,3.0,3.5,0.65,0.7,2,0.5,573,962.6833,40.5,2.0664,617.6187,1.6801,0
0.5,3.0,3.5,0.65,0.7,3,0.1,684,1106.2154,39.9,2.1955,832.0453,1.6173,0
0.5,3.0,3.5,0.65,0.7,3,0.2,684,1106.2154,39.9,2.1955,832.0453,1.6173,0
0.5,3.0,3.5,0.65,0.7,3,0.5,684,1106.2154,39.9,2.1955,832.0453,1.6173,0
0.5,3.0,5.0,0.35,0.55,1,0.1,2029,5039.516,45.9,5.8519,332.1993,2.4837,0
0.5,3.0,5.0,0.35,0.55,1,0.2,2029,5039.516,45.9,5.8519,332.1993,2.4837,0
0.5,3.0,5.0,0.35,0.55,1,0.5,2029,5039.516,45.9,5.8519,332.1993,2.4837,0
0.5,3.0,5.0,0.35,0.55,2,0.1,2565,5333.1618,44.9,5.6533,537.8164,2.0792,0
0.5,3.0,5.0,0.35,0.55,2,0.2,2565,5333.1618,44.9,5.6533,537.8164,2.0792,0
0.5,3.0,5.0,0.35,0.55,2,0.5,2565,5333.1618,44.9,5.6533,537.8164,2.0792,0
0.5,3.0,5.0,0.35,0.55,3,0.1,3025,5908.3759,44.5,5.8399,746.0179,1.9532,0
0.5,3.0,5.0,0.35,0.55,3,0.2,3025,5908.3759,44.5,5.8399,746.0179,1.9532,0
0.5,3.0,5.0,0.35,0.55,3,0.5,3025,5908.3759,44.5,5.8399,746.0179,1.9532,0
0.5,3.0,5.0,0.35,0.6,1,0.1,1311,3637.558,45.7,5.0927,458.4828,2.7746,0
0.5,3.0,5.0,0.35,0.6,1,0.2,1311,3637.558,45.7,5.0927,458.4828,2.7746,0
0.5,3.0,5.0,0.35,0.6,1,0.5,1311,3637.558,45.7,5.0927,458.4828,2.7746,0
0.5,3.0,5.0,0.35,0.6,2,0.1,1665,3740.1147,44.3,4.7803,691.9651,2.2463,0
0.5,3.0,5.0,0.35,0.6,2,0.2,1665,3740.1147,44.3,4.7803,691.9651,2.2463,0
0.5,3.0,5.0,0.35,0.6,2,0.5,1665,3740.1147,44.3,4.7803,691.9651,2.2463,0
0.5,3.0,5.0,0.35,0.6,3,0.1,1967,4153.972,43.8,4.9472,887.1898,2.1118,0
0.5,3.0,5.0,0.35,0.6,3,0.2,1967,4153.972,43.8,4.9472,887.1898,2.1118,0
0.5,3.0,5.0,0.35,0.6,3,0.5,1967,4153.972,43.8,4.9472,887.1898,2.1118,0
0.5,3.0,5.0,0.35,0.7,1,0.1,504,1182.4934,43.3,2.6579,392.6859,2.3462,0
0.5,3.0,5.0,0.35,0.7,1,0.2,504,1182.4934,43.3,2.6579,392.6859,2.3462,0
0.5,3.0,5.0,0.35,0.7,1,0.5,504,1182.4934,43.3,2.6579,392.6859,2.3462,0
0.5,3.0,5.0,0.35,0.7,2,0.1,629,1192.414,41.8,2.4439,599.8107,1.8957,0
0.5,3.0,5.0,0.35,0.7,2,0.2,629,1192.414,41.8,2.4439,599.8107,1.8957,0
0.5,3.0,5.0,0.35,0.7,2,0.5,629,1192.414,41.8,2.4439,599.8107,1.8957,0
0.5,3.0,5.0,0.35,0.7,3,0.1,740,1335.9461,41.1,2.5479,797.0786,1.8053,0
0.5,3.0,5.0,0.35,0.7,3,0.2,740,1335.9461,41.1,2.5479,797.0786,1.8053,0
